,rental_id,rental_date,customer_id,customer_name,city,country,film_id,film_title,category,length,store_id,staff_id,staff_name,payment_amount,payment_date,rental_duration,gap
2623,15313,2005-08-22 19:59:42,333,Andrew Purdy,Baku,Azerbaijan,568,Memento Zoolander,Comedy,77,2,2,Jon Stephens,4.99,2007-03-22 18:28:08.996577,1.0,0.0
8421,3662,2005-07-06 08:11:48,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,838,Stagecoach Armageddon,Action,112,2,2,Jon Stephens,4.99,2007-04-06 06:40:14.996577,3.0,
8422,4603,2005-07-08 06:57:07,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,165,Coldblooded Darling,Sci-Fi,70,2,1,Mike Hillyer,6.99,2007-04-08 05:25:33.996577,8.0,1.0
8423,5014,2005-07-09 01:51:49,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,892,Titanic Boondock,Animation,104,2,1,Mike Hillyer,4.99,2007-04-09 00:20:15.996577,1.0,0.0
8424,5434,2005-07-09 21:25:20,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,830,Spirit Flintstones,Horror,149,2,2,Jon Stephens,0.99,2007-04-09 19:53:46.996577,5.0,0.0
8425,5818,2005-07-10 15:51:12,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,859,Sugar Wonka,Animation,114,2,2,Jon Stephens,5.99,2007-04-10 14:19:38.996577,3.0,0.0
8426,5845,2005-07-10 17:23:14,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,632,Nuts Ties,New,145,2,2,Jon Stephens,4.99,2007-04-10 15:51:40.996577,1.0,0.0
8427,6641,2005-07-12 10:33:14,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,468,Invasion Cyclone,Children,97,2,2,Jon Stephens,5.99,2007-04-12 09:01:40.996577,7.0,1.0
8428,6749,2005-07-12 14:43:05,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,636,Oleander Clue,Music,161,2,2,Jon Stephens,4.99,2007-04-12 13:11:31.996577,9.0,0.0
8429,6987,2005-07-27 00:59:50,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,689,Pollock Deliverance,Foreign,137,2,1,Mike Hillyer,2.99,2007-04-26 23:28:16.996577,1.0,14.0
8430,8977,2005-07-30 04:14:07,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,892,Titanic Boondock,Animation,104,2,2,Jon Stephens,7.99,2007-04-30 02:42:33.996577,6.0,3.0
8431,9633,2005-07-31 05:04:08,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,252,Dream Pickup,Action,135,2,2,Jon Stephens,2.99,2007-04-30 03:32:34.996577,5.0,1.0
8432,10207,2005-08-01 00:53:01,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,643,Orient Closer,Drama,118,2,2,Jon Stephens,3.99,2007-04-30 23:21:27.996577,4.0,0.0
2624,10408,2005-08-01 07:42:10,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,900,Town Ark,Foreign,136,2,2,Jon Stephens,4.99,2007-03-01 06:10:36.996577,7.0,0.0
2625,10492,2005-08-01 10:42:28,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,364,Godfather Diary,New,73,2,1,Mike Hillyer,2.99,2007-03-01 09:10:54.996577,0.0,0.0
2626,10879,2005-08-02 00:33:20,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,965,Watership Frontier,Horror,112,2,2,Jon Stephens,1.99,2007-03-01 23:01:46.996577,7.0,0.0
2627,10997,2005-08-02 04:49:02,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,68,Betrayed Rear,Children,122,2,2,Jon Stephens,7.99,2007-03-02 03:17:28.996577,8.0,0.0
2628,12677,2005-08-18 19:36:05,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,289,Eve Resurrection,New,66,2,2,Jon Stephens,4.99,2007-03-18 18:04:31.996577,4.0,16.0
2629,13325,2005-08-19 19:52:02,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,521,Lies Treatment,Drama,147,2,1,Mike Hillyer,4.99,2007-03-19 18:20:28.996577,3.0,1.0
2630,13876,2005-08-20 15:15:28,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,689,Pollock Deliverance,Foreign,137,2,2,Jon Stephens,2.99,2007-03-20 13:43:54.996577,2.0,0.0
2631,14645,2005-08-21 19:12:47,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,516,Legend Jedi,Music,59,2,1,Mike Hillyer,0.99,2007-03-21 17:41:13.996577,4.0,1.0
2632,14984,2005-08-22 07:35:31,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,371,Gosford Donnie,Action,129,2,1,Mike Hillyer,7.99,2007-03-22 06:03:57.996577,7.0,0.0
2633,15548,2005-08-23 04:26:20,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,511,Lawrence Love,Action,175,2,1,Mike Hillyer,0.99,2007-03-23 02:54:46.996577,4.0,0.0
2634,15656,2005-08-23 08:38:58,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,922,Undefeated Dalmations,Horror,107,2,2,Jon Stephens,4.99,2007-03-23 07:07:24.996577,0.0,0.0
2635,15669,2005-08-23 09:06:17,334,Raymond Mcwhorter,Sumqayit,Azerbaijan,337,Frida Slipper,Foreign,73,2,2,Jon Stephens,3.99,2007-03-23 07:34:43.996577,6.0,0.0
8433,3607,2005-07-06 05:30:09,335,Gregory Mauldin,Sousse,Tunisia,118,Canyon Stock,Animation,85,1,2,Jon Stephens,0.99,2007-04-06 03:58:35.996577,1.0,
8434,4016,2005-07-07 01:05:50,335,Gregory Mauldin,Sousse,Tunisia,730,Ridgemont Submarine,New,46,1,1,Mike Hillyer,0.99,2007-04-06 23:34:16.996577,2.0,0.0
8435,4032,2005-07-07 02:34:13,335,Gregory Mauldin,Sousse,Tunisia,576,Mighty Luck,Documentary,122,1,1,Mike Hillyer,2.99,2007-04-07 01:02:39.996577,7.0,0.0
8436,4279,2005-07-07 15:01:53,335,Gregory Mauldin,Sousse,Tunisia,127,Cat Coneheads,Comedy,112,1,1,Mike Hillyer,4.99,2007-04-07 13:30:19.996577,0.0,0.0
8437,4387,2005-07-07 20:56:47,335,Gregory Mauldin,Sousse,Tunisia,129,Cause Date,Documentary,179,1,1,Mike Hillyer,8.99,2007-04-07 19:25:13.996577,8.0,0.0
8438,5024,2005-07-09 02:25:12,335,Gregory Mauldin,Sousse,Tunisia,655,Panther Reds,Sci-Fi,109,1,1,Mike Hillyer,4.99,2007-04-09 00:53:38.996577,3.0,1.0
8439,5252,2005-07-09 13:40:44,335,Gregory Mauldin,Sousse,Tunisia,566,Maude Mod,Foreign,72,1,1,Mike Hillyer,0.99,2007-04-09 12:09:10.996577,4.0,0.0
8440,5728,2005-07-10 11:26:14,335,Gregory Mauldin,Sousse,Tunisia,138,Chariots Conspiracy,Sci-Fi,71,1,1,Mike Hillyer,2.99,2007-04-10 09:54:40.996577,5.0,0.0
8441,6624,2005-07-12 09:05:50,335,Gregory Mauldin,Sousse,Tunisia,861,Suit Walls,Games,111,1,2,Jon Stephens,7.99,2007-04-12 07:34:16.996577,6.0,1.0
8442,6906,2005-07-12 22:03:02,335,Gregory Mauldin,Sousse,Tunisia,314,Fight Jawbreaker,Animation,91,1,1,Mike Hillyer,0.99,2007-04-12 20:31:28.996577,2.0,0.0
8443,8634,2005-07-29 14:19:57,335,Gregory Mauldin,Sousse,Tunisia,440,Hunger Roof,Foreign,105,1,1,Mike Hillyer,3.99,2007-04-29 12:48:23.996577,8.0,16.0
8444,8855,2005-07-29 23:40:10,335,Gregory Mauldin,Sousse,Tunisia,958,Wardrobe Phantom,Drama,178,1,2,Jon Stephens,2.99,2007-04-29 22:08:36.996577,3.0,0.0
8445,9125,2005-07-30 09:43:39,335,Gregory Mauldin,Sousse,Tunisia,73,Bingo Talented,Sci-Fi,150,1,1,Mike Hillyer,5.99,2007-04-30 08:12:05.996577,8.0,0.0
8446,9361,2005-07-30 18:43:49,335,Gregory Mauldin,Sousse,Tunisia,905,Trainspotting Strangers,Comedy,132,1,1,Mike Hillyer,4.99,2007-04-30 17:12:15.996577,7.0,0.0
8447,9428,2005-07-30 21:18:37,335,Gregory Mauldin,Sousse,Tunisia,424,Holocaust Highball,Children,149,1,1,Mike Hillyer,0.99,2007-04-30 19:47:03.996577,5.0,0.0
2636,10606,2005-08-01 14:39:15,335,Gregory Mauldin,Sousse,Tunisia,17,Alone Trip,Music,82,1,1,Mike Hillyer,4.99,2007-03-01 13:07:41.996577,6.0,1.0
2637,13267,2005-08-19 17:31:36,335,Gregory Mauldin,Sousse,Tunisia,119,Caper Motions,Comedy,176,1,1,Mike Hillyer,0.99,2007-03-19 16:00:02.996577,1.0,18.0
2638,13622,2005-08-20 06:45:32,335,Gregory Mauldin,Sousse,Tunisia,737,Rock Instinct,Horror,102,1,1,Mike Hillyer,1.99,2007-03-20 05:13:58.996577,4.0,0.0
2639,14014,2005-08-20 20:47:09,335,Gregory Mauldin,Sousse,Tunisia,473,Jacket Frisco,Drama,181,1,2,Jon Stephens,2.99,2007-03-20 19:15:35.996577,1.0,0.0
2640,15005,2005-08-22 08:15:44,335,Gregory Mauldin,Sousse,Tunisia,637,Open African,Sci-Fi,131,1,2,Jon Stephens,4.99,2007-03-22 06:44:10.996577,2.0,1.0
2641,15101,2005-08-22 11:56:02,335,Gregory Mauldin,Sousse,Tunisia,149,Christmas Moonshine,Children,150,1,2,Jon Stephens,0.99,2007-03-22 10:24:28.996577,6.0,0.0
8448,4323,2005-07-07 17:55:53,336,Joshua Mark,Rampur,India,284,Enemy Odds,Music,77,1,2,Jon Stephens,5.99,2007-04-07 16:24:19.996577,5.0,
8449,4595,2005-07-08 06:40:25,336,Joshua Mark,Rampur,India,166,Color Philadelphia,Classics,149,1,1,Mike Hillyer,2.99,2007-04-08 05:08:51.996577,6.0,0.0
8450,5649,2005-07-10 07:15:07,336,Joshua Mark,Rampur,India,298,Eyes Driving,Sci-Fi,172,1,2,Jon Stephens,2.99,2007-04-10 05:43:33.996577,2.0,2.0
8451,5667,2005-07-10 08:11:03,336,Joshua Mark,Rampur,India,149,Christmas Moonshine,Children,150,1,2,Jon Stephens,0.99,2007-04-10 06:39:29.996577,5.0,0.0
8452,6263,2005-07-11 15:33:50,336,Joshua Mark,Rampur,India,521,Lies Treatment,Drama,147,1,2,Jon Stephens,4.99,2007-04-11 14:02:16.996577,5.0,1.0
8453,6382,2005-07-11 21:58:53,336,Joshua Mark,Rampur,India,708,Quills Bull,Documentary,112,1,2,Jon Stephens,6.99,2007-04-11 20:27:19.996577,5.0,0.0
8454,8275,2005-07-29 01:35:47,336,Joshua Mark,Rampur,India,969,West Lion,Drama,159,1,1,Mike Hillyer,4.99,2007-04-29 00:04:13.996577,1.0,17.0
8455,8407,2005-07-29 06:37:02,336,Joshua Mark,Rampur,India,654,Panky Submarine,Games,93,1,1,Mike Hillyer,6.99,2007-04-29 05:05:28.996577,5.0,0.0
8456,8607,2005-07-29 13:18:00,336,Joshua Mark,Rampur,India,934,Vanilla Day,Games,122,1,2,Jon Stephens,4.99,2007-04-29 11:46:26.996577,1.0,0.0
8457,8951,2005-07-30 03:18:24,336,Joshua Mark,Rampur,India,25,Angels Life,New,74,1,2,Jon Stephens,8.99,2007-04-30 01:46:50.996577,9.0,0.0
8458,9306,2005-07-30 16:47:17,336,Joshua Mark,Rampur,India,868,Superfly Trip,Travel,114,1,1,Mike Hillyer,0.99,2007-04-30 15:15:43.996577,3.0,0.0
8459,10055,2005-07-31 19:15:58,336,Joshua Mark,Rampur,India,598,Mosquito Armageddon,Sports,57,1,1,Mike Hillyer,0.99,2007-04-30 17:44:24.996577,5.0,1.0
2642,11743,2005-08-17 08:49:05,336,Joshua Mark,Rampur,India,67,Berets Agent,Action,77,1,2,Jon Stephens,2.99,2007-03-17 07:17:31.996577,5.0,16.0
2643,12323,2005-08-18 06:36:22,336,Joshua Mark,Rampur,India,893,Titans Jerk,Sci-Fi,91,1,1,Mike Hillyer,8.99,2007-03-18 05:04:48.996577,8.0,0.0
2644,12794,2005-08-19 00:20:37,336,Joshua Mark,Rampur,India,348,Gandhi Kwai,Family,86,1,1,Mike Hillyer,0.99,2007-03-18 22:49:03.996577,7.0,0.0
2645,12926,2005-08-19 05:00:16,336,Joshua Mark,Rampur,India,5,African Egg,Family,130,1,2,Jon Stephens,3.99,2007-03-19 03:28:42.996577,7.0,0.0
2646,13066,2005-08-19 09:50:39,336,Joshua Mark,Rampur,India,816,Snowman Rollercoaster,Animation,62,1,1,Mike Hillyer,0.99,2007-03-19 08:19:05.996577,3.0,0.0
2647,13689,2005-08-20 09:04:30,336,Joshua Mark,Rampur,India,179,Conquerer Nuts,Drama,173,1,2,Jon Stephens,4.99,2007-03-20 07:32:56.996577,1.0,0.0
2648,14295,2005-08-21 07:09:27,336,Joshua Mark,Rampur,India,473,Jacket Frisco,Drama,181,1,2,Jon Stephens,2.99,2007-03-21 05:37:53.996577,0.0,0.0
2650,15848,2005-08-23 15:41:12,336,Joshua Mark,Rampur,India,463,Instinct Airport,Sports,116,1,2,Jon Stephens,2.99,2007-03-23 14:09:38.996577,2.0,2.0
8460,3626,2005-07-06 06:15:35,337,Jerry Jordon,Onomichi,Japan,350,Garden Island,Sci-Fi,80,1,2,Jon Stephens,5.99,2007-04-06 04:44:01.996577,4.0,
8461,4091,2005-07-07 05:53:38,337,Jerry Jordon,Onomichi,Japan,857,Strictly Scarface,Comedy,144,1,2,Jon Stephens,6.99,2007-04-07 04:22:04.996577,6.0,0.0
8462,4093,2005-07-07 05:54:50,337,Jerry Jordon,Onomichi,Japan,336,French Holiday,Documentary,99,1,1,Mike Hillyer,4.99,2007-04-07 04:23:16.996577,4.0,0.0
8463,4855,2005-07-08 18:45:50,337,Jerry Jordon,Onomichi,Japan,253,Drifter Commandments,Action,61,1,2,Jon Stephens,4.99,2007-04-08 17:14:16.996577,2.0,1.0
8464,5050,2005-07-09 03:54:38,337,Jerry Jordon,Onomichi,Japan,847,Stock Glass,New,160,1,2,Jon Stephens,2.99,2007-04-09 02:23:04.996577,0.0,0.0
8465,6212,2005-07-11 12:40:48,337,Jerry Jordon,Onomichi,Japan,863,Sun Confessions,Sci-Fi,141,1,2,Jon Stephens,0.99,2007-04-11 11:09:14.996577,4.0,2.0
8466,6305,2005-07-11 18:02:25,337,Jerry Jordon,Onomichi,Japan,338,Frisco Forrest,Sci-Fi,51,1,1,Mike Hillyer,7.99,2007-04-11 16:30:51.996577,8.0,0.0
8467,6620,2005-07-12 08:51:03,337,Jerry Jordon,Onomichi,Japan,514,Lebowski Soldiers,Drama,69,1,2,Jon Stephens,2.99,2007-04-12 07:19:29.996577,3.0,0.0
8468,7410,2005-07-27 16:41:59,337,Jerry Jordon,Onomichi,Japan,342,Fugitive Maguire,Travel,83,1,1,Mike Hillyer,4.99,2007-04-27 15:10:25.996577,2.0,15.0
8469,8516,2005-07-29 10:00:03,337,Jerry Jordon,Onomichi,Japan,219,Deep Crusade,Documentary,51,1,1,Mike Hillyer,4.99,2007-04-29 08:28:29.996577,3.0,1.0
8470,8919,2005-07-30 01:57:03,337,Jerry Jordon,Onomichi,Japan,872,Sweet Brotherhood,Travel,185,1,1,Mike Hillyer,8.99,2007-04-30 00:25:29.996577,9.0,0.0
8471,9051,2005-07-30 07:05:54,337,Jerry Jordon,Onomichi,Japan,402,Harper Dying,Animation,52,1,2,Jon Stephens,5.99,2007-04-30 05:34:20.996577,8.0,0.0
2651,10664,2005-08-01 16:51:15,337,Jerry Jordon,Onomichi,Japan,696,Pride Alamo,Animation,114,1,2,Jon Stephens,0.99,2007-03-01 15:19:41.996577,3.0,2.0
2652,10765,2005-08-01 20:34:51,337,Jerry Jordon,Onomichi,Japan,122,Carrie Bunch,Horror,114,1,1,Mike Hillyer,0.99,2007-03-01 19:03:17.996577,2.0,0.0
2653,11252,2005-08-02 13:42:13,337,Jerry Jordon,Onomichi,Japan,526,Lock Rear,Travel,120,1,2,Jon Stephens,2.99,2007-03-02 12:10:39.996577,4.0,0.0
2654,11734,2005-08-17 08:34:22,337,Jerry Jordon,Onomichi,Japan,886,Theory Mermaid,Animation,184,1,2,Jon Stephens,3.99,2007-03-17 07:02:48.996577,8.0,14.0
2655,12369,2005-08-18 07:57:43,337,Jerry Jordon,Onomichi,Japan,107,Bunch Minds,Drama,63,1,1,Mike Hillyer,6.99,2007-03-18 06:26:09.996577,8.0,0.0
2656,13305,2005-08-19 18:57:05,337,Jerry Jordon,Onomichi,Japan,521,Lies Treatment,Drama,147,1,1,Mike Hillyer,6.99,2007-03-19 17:25:31.996577,9.0,1.0
2657,13678,2005-08-20 08:38:24,337,Jerry Jordon,Onomichi,Japan,247,Downhill Enough,Comedy,47,1,2,Jon Stephens,4.99,2007-03-20 07:06:50.996577,7.0,0.0
2658,13892,2005-08-20 15:50:17,337,Jerry Jordon,Onomichi,Japan,273,Effect Gladiator,Family,107,1,2,Jon Stephens,3.99,2007-03-20 14:18:43.996577,8.0,0.0
2659,14118,2005-08-21 01:13:37,337,Jerry Jordon,Onomichi,Japan,572,Metropolis Coma,Sci-Fi,64,1,2,Jon Stephens,5.99,2007-03-20 23:42:03.996577,7.0,0.0
2660,15241,2005-08-22 17:47:40,337,Jerry Jordon,Onomichi,Japan,182,Control Anthem,Comedy,185,1,2,Jon Stephens,4.99,2007-03-22 16:16:06.996577,6.0,1.0
2661,15292,2005-08-22 19:28:56,337,Jerry Jordon,Onomichi,Japan,676,Philadelphia Wife,Sports,137,1,2,Jon Stephens,4.99,2007-03-22 17:57:22.996577,6.0,0.0
8472,3516,2005-07-06 00:50:30,338,Dennis Gilman,Paarl,South Africa,85,Bonnie Holocaust,Documentary,63,1,2,Jon Stephens,0.99,2007-04-05 23:18:56.996577,3.0,
8473,3772,2005-07-06 13:22:53,338,Dennis Gilman,Paarl,South Africa,96,Breaking Home,New,169,1,2,Jon Stephens,2.99,2007-04-06 11:51:19.996577,3.0,0.0
8474,4104,2005-07-07 06:25:41,338,Dennis Gilman,Paarl,South Africa,237,Divorce Shining,Sports,47,1,2,Jon Stephens,5.99,2007-04-07 04:54:07.996577,5.0,0.0
8475,4779,2005-07-08 15:53:41,338,Dennis Gilman,Paarl,South Africa,292,Excitement Eve,Action,51,1,1,Mike Hillyer,4.99,2007-04-08 14:22:07.996577,7.0,1.0
8476,5309,2005-07-09 16:00:16,338,Dennis Gilman,Paarl,South Africa,877,Taxi Kick,Music,64,1,1,Mike Hillyer,4.99,2007-04-09 14:28:42.996577,8.0,1.0
8477,6236,2005-07-11 14:18:17,338,Dennis Gilman,Paarl,South Africa,835,Spy Mile,Games,112,1,2,Jon Stephens,2.99,2007-04-11 12:46:43.996577,2.0,1.0
8478,6360,2005-07-11 21:07:40,338,Dennis Gilman,Paarl,South Africa,676,Philadelphia Wife,Sports,137,1,1,Mike Hillyer,4.99,2007-04-11 19:36:06.996577,4.0,0.0
8479,7584,2005-07-27 23:15:46,338,Dennis Gilman,Paarl,South Africa,959,Warlock Werewolf,Children,83,1,2,Jon Stephens,3.99,2007-04-27 21:44:12.996577,6.0,16.0
8480,8766,2005-07-29 19:41:04,338,Dennis Gilman,Paarl,South Africa,849,Storm Happiness,Animation,57,1,2,Jon Stephens,0.99,2007-04-29 18:09:30.996577,3.0,1.0
8481,9485,2005-07-30 23:32:40,338,Dennis Gilman,Paarl,South Africa,814,Snatch Slipper,Comedy,110,1,1,Mike Hillyer,7.99,2007-04-30 22:01:06.996577,8.0,1.0
2662,10791,2005-08-01 21:41:52,338,Dennis Gilman,Paarl,South Africa,447,Ice Crossing,Games,131,1,2,Jon Stephens,2.99,2007-03-01 20:10:18.996577,2.0,1.0
2663,10897,2005-08-02 01:23:42,338,Dennis Gilman,Paarl,South Africa,66,Beneath Rush,Children,53,1,1,Mike Hillyer,0.99,2007-03-01 23:52:08.996577,1.0,0.0
2664,11064,2005-08-02 06:55:17,338,Dennis Gilman,Paarl,South Africa,661,Past Suicides,Foreign,157,1,1,Mike Hillyer,4.99,2007-03-02 05:23:43.996577,3.0,0.0
2665,11671,2005-08-17 05:50:21,338,Dennis Gilman,Paarl,South Africa,780,Sensibility Rear,Family,98,1,1,Mike Hillyer,4.99,2007-03-17 04:18:47.996577,2.0,14.0
2666,11719,2005-08-17 07:46:05,338,Dennis Gilman,Paarl,South Africa,446,Hysterical Grail,Sports,150,1,1,Mike Hillyer,5.99,2007-03-17 06:14:31.996577,6.0,0.0
2667,12167,2005-08-18 01:00:02,338,Dennis Gilman,Paarl,South Africa,678,Pickup Driving,Sports,77,1,2,Jon Stephens,2.99,2007-03-17 23:28:28.996577,2.0,0.0
2668,13284,2005-08-19 18:12:31,338,Dennis Gilman,Paarl,South Africa,461,Insects Stone,Animation,123,1,2,Jon Stephens,3.99,2007-03-19 16:40:57.996577,6.0,1.0
2669,14619,2005-08-21 18:10:03,338,Dennis Gilman,Paarl,South Africa,349,Gangs Pride,Animation,185,1,2,Jon Stephens,2.99,2007-03-21 16:38:29.996577,1.0,1.0
2670,15105,2005-08-22 12:01:33,338,Dennis Gilman,Paarl,South Africa,864,Sundance Invasion,Children,92,1,2,Jon Stephens,0.99,2007-03-22 10:29:59.996577,4.0,0.0
2671,15173,2005-08-22 15:26:29,338,Dennis Gilman,Paarl,South Africa,567,Meet Chocolate,Foreign,80,1,1,Mike Hillyer,6.99,2007-03-22 13:54:55.996577,6.0,0.0
8482,3536,2005-07-06 01:36:11,339,Walter Perryman,Xinxiang,China,505,Labyrinth League,Children,46,2,2,Jon Stephens,2.99,2007-04-06 00:04:37.996577,6.0,
8483,4243,2005-07-07 13:39:58,339,Walter Perryman,Xinxiang,China,995,Yentl Idaho,Horror,86,2,1,Mike Hillyer,4.99,2007-04-07 12:08:24.996577,5.0,1.0
8484,4467,2005-07-08 00:13:52,339,Walter Perryman,Xinxiang,China,976,Wind Phantom,Games,111,2,1,Mike Hillyer,0.99,2007-04-07 22:42:18.996577,1.0,0.0
8485,4967,2005-07-08 23:48:03,339,Walter Perryman,Xinxiang,China,22,Amistad Midsummer,New,85,2,2,Jon Stephens,3.99,2007-04-08 22:16:29.996577,7.0,0.0
8486,5720,2005-07-10 11:09:12,339,Walter Perryman,Xinxiang,China,125,Cassidy Wyoming,Travel,61,2,1,Mike Hillyer,3.99,2007-04-10 09:37:38.996577,5.0,1.0
8487,6072,2005-07-11 04:52:40,339,Walter Perryman,Xinxiang,China,389,Gunfighter Mussolini,Sports,127,2,1,Mike Hillyer,6.99,2007-04-11 03:21:06.996577,6.0,0.0
8488,6425,2005-07-11 23:54:52,339,Walter Perryman,Xinxiang,China,545,Madness Attacks,Foreign,178,2,1,Mike Hillyer,0.99,2007-04-11 22:23:18.996577,1.0,0.0
8489,6682,2005-07-12 12:12:43,339,Walter Perryman,Xinxiang,China,433,Horn Working,Animation,95,2,2,Jon Stephens,7.99,2007-04-12 10:41:09.996577,8.0,0.0
8490,7244,2005-07-27 10:27:33,339,Walter Perryman,Xinxiang,China,293,Exorcist Sting,Sports,167,2,1,Mike Hillyer,2.99,2007-04-27 08:55:59.996577,3.0,14.0
8491,7973,2005-07-28 14:10:06,339,Walter Perryman,Xinxiang,China,858,Submarine Bed,Comedy,127,2,2,Jon Stephens,4.99,2007-04-28 12:38:32.996577,0.0,1.0
8492,8968,2005-07-30 03:57:32,339,Walter Perryman,Xinxiang,China,493,Kane Exorcist,Foreign,92,2,1,Mike Hillyer,0.99,2007-04-30 02:25:58.996577,0.0,1.0
8493,9208,2005-07-30 12:54:03,339,Walter Perryman,Xinxiang,China,603,Movie Shakespeare,Family,53,2,2,Jon Stephens,5.99,2007-04-30 11:22:29.996577,7.0,0.0
8494,9663,2005-07-31 06:10:48,339,Walter Perryman,Xinxiang,China,455,Impossible Prejudice,Foreign,103,2,2,Jon Stephens,4.99,2007-04-30 04:39:14.996577,1.0,0.0
2672,10338,2005-08-01 05:03:03,339,Walter Perryman,Xinxiang,China,286,Enough Raging,Travel,158,2,2,Jon Stephens,3.99,2007-03-01 03:31:29.996577,8.0,0.0
2673,11171,2005-08-02 10:23:41,339,Walter Perryman,Xinxiang,China,685,Platoon Instinct,New,132,2,2,Jon Stephens,4.99,2007-03-02 08:52:07.996577,2.0,1.0
2674,11550,2005-08-17 01:02:06,339,Walter Perryman,Xinxiang,China,651,Packer Madigan,Animation,84,2,1,Mike Hillyer,2.99,2007-03-16 23:30:32.996577,5.0,14.0
2675,11582,2005-08-17 02:03:49,339,Walter Perryman,Xinxiang,China,458,Indian Love,Family,135,2,1,Mike Hillyer,3.99,2007-03-17 00:32:15.996577,7.0,0.0
2676,11699,2005-08-17 07:11:58,339,Walter Perryman,Xinxiang,China,870,Swarm Gold,Horror,123,2,1,Mike Hillyer,5.99,2007-03-17 05:40:24.996577,9.0,0.0
2677,12631,2005-08-18 17:52:51,339,Walter Perryman,Xinxiang,China,610,Music Boondock,Family,129,2,2,Jon Stephens,0.99,2007-03-18 16:21:17.996577,6.0,1.0
2678,13199,2005-08-19 14:53:22,339,Walter Perryman,Xinxiang,China,935,Vanished Garden,New,142,2,2,Jon Stephens,3.99,2007-03-19 13:21:48.996577,8.0,0.0
2679,13575,2005-08-20 05:15:20,339,Walter Perryman,Xinxiang,China,599,Mother Oleander,Sports,103,2,2,Jon Stephens,5.99,2007-03-20 03:43:46.996577,8.0,0.0
2680,13985,2005-08-20 19:13:06,339,Walter Perryman,Xinxiang,China,241,Donnie Alley,Animation,125,2,2,Jon Stephens,0.99,2007-03-20 17:41:32.996577,4.0,0.0
2681,14636,2005-08-21 18:59:17,339,Walter Perryman,Xinxiang,China,365,Gold River,Comedy,154,2,2,Jon Stephens,4.99,2007-03-21 17:27:43.996577,1.0,0.0
2682,14758,2005-08-21 23:24:52,339,Walter Perryman,Xinxiang,China,517,Lesson Cleopatra,Sports,167,2,2,Jon Stephens,3.99,2007-03-21 21:53:18.996577,5.0,0.0
8495,4475,2005-07-08 00:27:30,340,Patrick Newsom,Hanoi,Vietnam,760,Samurai Lion,New,110,1,1,Mike Hillyer,2.99,2007-04-07 22:55:56.996577,1.0,
8496,4742,2005-07-08 13:35:23,340,Patrick Newsom,Hanoi,Vietnam,663,Patient Sister,Classics,99,1,2,Jon Stephens,0.99,2007-04-08 12:03:49.996577,2.0,0.0
8497,6381,2005-07-11 21:58:48,340,Patrick Newsom,Hanoi,Vietnam,567,Meet Chocolate,Foreign,80,1,1,Mike Hillyer,4.99,2007-04-11 20:27:14.996577,4.0,3.0
8498,7617,2005-07-28 00:18:40,340,Patrick Newsom,Hanoi,Vietnam,638,Operation Operation,Comedy,156,1,1,Mike Hillyer,2.99,2007-04-27 22:47:06.996577,4.0,16.0
8499,8274,2005-07-29 01:34:32,340,Patrick Newsom,Hanoi,Vietnam,578,Million Ace,Classics,142,1,2,Jon Stephens,4.99,2007-04-29 00:02:58.996577,3.0,1.0
8500,8541,2005-07-29 10:55:01,340,Patrick Newsom,Hanoi,Vietnam,218,Deceiver Betrayed,Drama,122,1,1,Mike Hillyer,0.99,2007-04-29 09:23:27.996577,1.0,0.0
8501,8551,2005-07-29 11:13:11,340,Patrick Newsom,Hanoi,Vietnam,451,Igby Maker,Travel,160,1,2,Jon Stephens,4.99,2007-04-29 09:41:37.996577,6.0,0.0
8502,8606,2005-07-29 13:14:24,340,Patrick Newsom,Hanoi,Vietnam,881,Temple Attraction,Horror,71,1,1,Mike Hillyer,4.99,2007-04-29 11:42:50.996577,1.0,0.0
8503,9834,2005-07-31 12:05:42,340,Patrick Newsom,Hanoi,Vietnam,498,Killer Innocent,Family,161,1,1,Mike Hillyer,2.99,2007-04-30 10:34:08.996577,7.0,1.0
